global_index,source_json,paper_id,paper_title,paper_link,question_link,question_id,parser_is_solved,context_brief,original_question,self_contained_problem,macro_subject,category_tag,open_status,status_search_result,status_evidence,status_evidence_urls,confidence,validation_warnings,model,effort,elapsed_s,checkpoint_path
3681,outputs/parse-paper/1807.05640.json,1807.05640,,https://arxiv.org/abs/1807.05640,https://arxiv.org/pdf/1807.05640.pdf#page=1,q_001,false,leaf accumulation near singularities,"For a holomorphic foliation on complex projective space, possibly with singularities, must every leaf accumulate at a singular point of the foliation?","Let $\mathcal{F}$ be a singular holomorphic foliation by curves on the complex projective space $\mathbb{CP}^n$ (in particular, one may take $n=2$). By definition, $\mathcal{F}$ is given by an open cover $\{U_i\}$ of $\mathbb{CP}^n$ together with holomorphic vector fields $X_i$ on $U_i$, with isolated zeros, such that on each overlap $U_i\cap U_j$ one has $X_i = g_{ij} X_j$ for some nowhere-vanishing holomorphic function $g_{ij}$. The singular set $\mathrm{Sing}(\mathcal{F})$ is the (finite) set of zeros of these local vector fields. Off $\mathrm{Sing}(\mathcal{F})$, the integral curves of the $X_i$ glue into a holomorphic foliation whose maximal connected immersed holomorphic curves are called the leaves of $\mathcal{F}$.

Question: Must every leaf $L$ of $\mathcal{F}$ have a singular point of $\mathcal{F}$ in its closure? Equivalently, does $\overline{L}\cap\mathrm{Sing}(\mathcal{F})\neq\varnothing$ hold for every leaf $L$?",Geometry,Holomorphic foliations,open,"The question of whether every leaf of a holomorphic foliation on $\mathbb{CP}^n$ (even on $\mathbb{CP}^2$) must accumulate at a singular point is widely cited as a basic open problem in the theory of holomorphic foliations. Recent surveys on global dynamics and singularities of holomorphic foliations continue to list this as an unresolved question, and no proof or counterexample appears in the literature.","[{""title"": ""Global dynamics and perspectives on singularities of holomorphic foliations"", ""url"": ""https://arxiv.org/abs/2301.05534"", ""snippet"": ""Survey discussing open dynamical questions about singular holomorphic foliations on projective spaces."", ""claim"": ""Recent survey treats accumulation/dynamics questions for foliations on projective spaces as ongoing research.""}, {""title"": ""Remarks on foliations on CP^n with a unique singular point"", ""url"": ""https://arxiv.org/html/2306.05719"", ""snippet"": ""Studies leaves and singular points of foliations on projective spaces."", ""claim"": ""Active research continues on the relationship between leaves and singular points without resolving the general accumulation question.""}]",https://arxiv.org/abs/2301.05534 https://arxiv.org/html/2306.05719,0.7,,opus,medium,34.06,outputs/checkpoints-from-merged/003681__1807.05640__q_001__77023e230946.json
3683,outputs/parse-paper/1807.05640.json,1807.05640,,https://arxiv.org/abs/1807.05640,https://arxiv.org/pdf/1807.05640.pdf#page=1,q_003,false,density of generic leaves,"For generic holomorphic foliations on the complex projective plane P2, are generic leaves dense?","Consider singular holomorphic foliations by curves on the complex projective plane $\mathbb{P}^2$. Such a foliation $\mathcal{F}$ of degree $d \geq 2$ is given, in homogeneous coordinates, by a holomorphic vector field (or equivalently a section of a suitable twisted tangent bundle) whose zero set is a finite singular set $\mathrm{Sing}(\mathcal{F})$; on the complement $\mathbb{P}^2 \setminus \mathrm{Sing}(\mathcal{F})$, $\mathcal{F}$ defines a smooth one-dimensional holomorphic foliation, whose maximal connected immersed integral curves are called the leaves of $\mathcal{F}$. The space $\mathcal{F}_d$ of degree-$d$ foliations on $\mathbb{P}^2$ is naturally a Zariski-open subset of a complex projective space, and a property is said to hold for a generic foliation of degree $d$ if it holds on a countable intersection of dense open subsets (or, in stronger formulations, on a Zariski-open dense subset) of $\mathcal{F}_d$.

Question: Is it true that, for every degree $d \geq 2$, a generic foliation $\mathcal{F} \in \mathcal{F}_d$ has the property that every leaf (or, at least, every leaf outside a meager set of leaves) is dense in $\mathbb{P}^2$?",Geometry,holomorphic foliations on projective plane,open,"The question of whether leaves are dense for generic holomorphic foliations on $\mathbb{P}^2$ is widely cited as an open basic problem in the theory of holomorphic foliations. Recent works (e.g., on unique ergodicity for foliations in $\mathbb{P}^2$ by Dinh–Sibony and collaborators, and ongoing studies of minimal exceptional sets) address related dynamical questions but do not resolve the density-of-generic-leaves problem in full generality.","[{""title"": ""Unique ergodicity for foliations in P^2 with an invariant curve"", ""url"": ""https://arxiv.org/abs/1509.07711"", ""snippet"": ""Unique ergodicity theorem for foliations in P^2 admitting an invariant projective line with hyperbolic singularities; results on convergence of leaves to the current of integration on the invariant line."", ""claim"": ""Recent dynamical results address generic foliations on P^2 but do not settle whether leaves are dense for generic foliations in general.""}, {""title"": ""Mathematisches Forschungsinstitut Oberwolfach Report No. 39/2017"", ""url"": ""https://publications.mfo.de/bitstream/handle/mfo/3603/OWR_2017_39.pdf?sequence=1&isAllowed=y"", ""snippet"": ""Discussion of open problems on the topology and dynamics of leaves of holomorphic foliations on P^2, including density and minimality questions."", ""claim"": ""Density of generic leaves on P^2 is listed among open basic problems in the area.""}]",https://arxiv.org/abs/1509.07711 https://publications.mfo.de/bitstream/handle/mfo/3603/OWR_2017_39.pdf?sequence=1&isAllowed=y,0.7,,opus,medium,33.37,outputs/checkpoints-from-merged/003683__1807.05640__q_003__57031c426b1b.json
3685,outputs/parse-paper/1807.05640.json,1807.05640,,https://arxiv.org/abs/1807.05640,https://arxiv.org/pdf/1807.05640.pdf#page=2,q_005,false,speed of Nevanlinna-current convergence,Does there exist an extremal positive ddc-closed current T directed by a foliation F for which one can estimate the speed at which the Nevanlinna currents τ_r^a converge to T in Theorem 2.1 when tested against smooth observables θ?,"Let $\mathcal{F}$ be a holomorphic foliation by Riemann surfaces on the complex projective space $\mathbb{P}^k$ (with isolated singularities, all hyperbolic). For a leaf $L$ of $\mathcal{F}$ with universal covering $\phi_a:\mathbb{D}\to L$ centered at a point $a$, and for $0<r<1$, let
$$\tau_r^a := \frac{1}{T(r)}\,(\phi_a)_*\!\left(\log^+\!\frac{r}{|\zeta|}\,[\mathbb{D}_r]\right)$$
be the associated Nevanlinna current of bi-degree $(1,1)$ on $\mathbb{P}^k$, where $T(r)$ is the Nevanlinna characteristic that normalizes the mass. It is known that, generically, $\tau_r^a$ converges weakly as $r\to 1^-$ to a positive $dd^c$-closed current $T$ directed by $\mathcal{F}$, i.e. for every smooth test $(1,1)$-form $\theta$ on $\mathbb{P}^k$,
$$\langle \tau_r^a,\theta\rangle \longrightarrow \langle T,\theta\rangle.$$

Question: Does there exist a foliation $\mathcal{F}$ on $\mathbb{P}^k$ and an extremal positive $dd^c$-closed current $T$ directed by $\mathcal{F}$ for which one can give a quantitative estimate (a rate, as a function of $r\to 1^-$) on the speed of convergence
$$\big|\langle \tau_r^a,\theta\rangle - \langle T,\theta\rangle\big|$$
when tested against smooth $(1,1)$-forms $\theta$?",Analysis,Nevanlinna currents and holomorphic foliations,unknown,"A targeted web search did not return a paper that explicitly establishes a quantitative rate of convergence for Nevanlinna currents toward an extremal $dd^c$-closed directed current on $\mathbb{P}^k$. Related work addresses existence and structure of Nevanlinna/Ahlfors currents and foliation cycles, but no concrete rate-of-convergence result was located. The status is therefore inconclusive from available sources.","[{""title"": ""Entire Curves Producing Distinct Nevanlinna Currents"", ""url"": ""https://arxiv.org/pdf/2309.04690"", ""snippet"": ""Studies multiplicity of Nevanlinna currents produced by entire curves but does not address speed of convergence."", ""claim"": ""Related work focuses on existence/distinctness of Nevanlinna currents, not quantitative convergence rates.""}, {""title"": ""Entire curves generating all shapes of Nevanlinna currents"", ""url"": ""https://arxiv.org/abs/2311.10667"", ""snippet"": ""Concerns the variety of Nevanlinna currents arising from holomorphic disks, without quantitative speed estimates."", ""claim"": ""No explicit rate of convergence in the foliated $\\mathbb{P}^k$ setting is provided.""}]",https://arxiv.org/pdf/2309.04690 https://arxiv.org/abs/2311.10667,0.5,,opus,medium,31.01,outputs/checkpoints-from-merged/003685__1807.05640__q_005__d25e52793424.json
3687,outputs/parse-paper/1807.05640.json,1807.05640,,https://arxiv.org/abs/1807.05640,https://arxiv.org/pdf/1807.05640.pdf#page=2,q_007,false,uniform lower bound for leaf growth,"For a leaf parametrized by a universal covering map φ_a: D → L, Theorem 2.1 implies for T-almost every leaf that its Nevanlinna characteristic satisfies T(r) ≥ c log(1/(1-r)) for r close to 1. Does this lower bound hold for every leaf, and in particular does it hold for every leaf when the foliation admits no diffuse ddc-closed current?","Let $\mathcal{F}$ be a (singular) holomorphic foliation by Riemann surfaces on a compact complex manifold, and let $T$ be a harmonic (i.e., $dd^c$-closed) positive current of bi-degree $(1,1)$ directed by $\mathcal{F}$. For a (non-singular) leaf $L$ of $\mathcal{F}$ that is hyperbolic, fix a base point $a \in L$ and let $\varphi_a:\mathbb{D}\to L$ be a universal covering map of $L$ with $\varphi_a(0)=a$, where $\mathbb{D}\subset\mathbb{C}$ denotes the unit disc. Pulling back a Hermitian metric $\omega$ on the ambient manifold to $\mathbb{D}$ via $\varphi_a$, define the Nevanlinna characteristic of the leaf by
$$T(r) \;=\; \int_0^r \frac{dt}{t}\int_{|z|<t}\varphi_a^*\omega, \qquad 0<r<1.$$
It is known that for $T$-almost every leaf $L$ there exists a constant $c=c(a)>0$ such that
$$T(r) \;\geq\; c\,\log\frac{1}{1-r} \qquad \text{for } r \text{ sufficiently close to } 1.$$
Question: Does this lower bound hold for every (hyperbolic) leaf of $\mathcal{F}$? In particular, does it hold for every leaf when $\mathcal{F}$ admits no diffuse $dd^c$-closed positive current directed by it?",Analysis,holomorphic foliations and Nevanlinna theory,unknown,"A web search did not return any later work explicitly resolving this question about the universal (per-leaf) lower bound on the Nevanlinna characteristic, nor a counterexample. Related work on harmonic currents and Nevanlinna theory for holomorphic foliations exists, but no source verifying the status of this specific problem was found.","[{""title"": ""arXiv:1807.05640v1 [math.CV] 16 Jul 2018"", ""url"": ""https://arxiv.org/pdf/1807.05640"", ""snippet"": ""Problem 2.4. Is the above estimate true for every leaf? In particular, is the above estimate true for every leaf, when there is no diffuse ddc-closed current?"", ""claim"": ""The problem is posed as an open question.""}]",https://arxiv.org/pdf/1807.05640,0.6,,opus,medium,39.61,outputs/checkpoints-from-merged/003687__1807.05640__q_007__71b074551520.json
3689,outputs/parse-paper/1807.05640.json,1807.05640,,https://arxiv.org/abs/1807.05640,https://arxiv.org/pdf/1807.05640.pdf#page=4,q_009,false,analytic structure of Bc_d,Let Bd be the parameter space of holomorphic foliations of degree d ≥ 2 and let Bc_d be the subset consisting of foliations that admit directed positive closed currents. Is Bc_d a countable union of proper analytic subsets of Bd?,"For an integer $d\geq 2$, let $\mathcal{B}_d$ denote the parameter space of singular holomorphic foliations by Riemann surfaces of degree $d$ in the complex projective plane $\mathbb{P}^2$ (equivalently, the Zariski-open subset of $\mathbb{P}^N$, for the appropriate $N=N(d)$, parametrizing foliations whose singular set is finite). A positive closed current $T$ of bidimension $(1,1)$ on $\mathbb{P}^2$ is said to be directed by a foliation $\mathcal{F}\in\mathcal{B}_d$ if, on every flow box of $\mathcal{F}$ outside the singular set, $T$ is locally a superposition of integration currents along the local leaves. Let
$$\mathcal{B}^c_d := \{\mathcal{F}\in\mathcal{B}_d : \mathcal{F}\text{ admits a non-zero directed positive closed current}\}.$$
It is known that $\mathcal{B}^c_d$ is a closed subset of $\mathcal{B}_d$. Determine whether $\mathcal{B}^c_d$ is a countable union of proper analytic subsets of $\mathcal{B}_d$.",Geometry,holomorphic foliations and directed currents,unknown,"A web search did not surface any later work explicitly resolving whether the locus of degree-$d$ holomorphic foliations in $\mathbb{P}^2$ admitting a directed positive closed current is a countable union of proper analytic subsets of the parameter space. Related results show that foliations with only hyperbolic singularities and no invariant algebraic curve admit no directed positive closed current (and form the complement of a countable union of proper analytic subsets), but the precise structural question for $\mathcal{B}^c_d$ does not appear to be settled in the sources found.","[{""title"": ""arXiv:1807.05640v1 [math.CV]"", ""url"": ""https://arxiv.org/pdf/1807.05640"", ""snippet"": ""Problem 3.3. Is the space Bcd a countable union of proper analytic subsets of Bd, when d ≥ 2 ?"", ""claim"": ""The question is explicitly posed as an open problem.""}, {""title"": ""Examples of harmonic foliated currents and singular Levi-flats on the projective plane"", ""url"": ""https://www.sciencedirect.com/science/article/abs/pii/S0001870824003074"", ""snippet"": ""Examples of harmonic foliated currents on P^2."", ""claim"": ""Subsequent work studies directed (harmonic) currents but does not appear to resolve the structural question for Bc_d.""}]",https://arxiv.org/pdf/1807.05640 https://www.sciencedirect.com/science/article/abs/pii/S0001870824003074,0.6,,opus,medium,30.26,outputs/checkpoints-from-merged/003689__1807.05640__q_009__e8959bf2ab85.json
3691,outputs/parse-paper/1807.05640.json,1807.05640,,https://arxiv.org/abs/1807.05640,https://arxiv.org/pdf/1807.05640.pdf#page=4,q_011,false,exceptional minimal sets,Let F be a holomorphic foliation on P2 with finite singular set Sing(F). Is it true that every leaf L of F meets Sing(F)?,"Let $\mathcal{F}$ be a singular holomorphic foliation by curves on the complex projective plane $\mathbb{P}^2$, that is, a foliation given in homogeneous coordinates by a polynomial vector field whose singular set $\mathrm{Sing}(\mathcal{F}) \subset \mathbb{P}^2$ is finite. A leaf $L$ of $\mathcal{F}$ is a maximal connected immersed Riemann surface tangent to $\mathcal{F}$ contained in $\mathbb{P}^2 \setminus \mathrm{Sing}(\mathcal{F})$, and we denote by $\overline{L}$ its topological closure in $\mathbb{P}^2$. Decide whether the following statement holds: for every leaf $L$ of $\mathcal{F}$, one has
$$\overline{L} \cap \mathrm{Sing}(\mathcal{F}) \neq \emptyset.$$
Equivalently, must the closure of every leaf of $\mathcal{F}$ accumulate on at least one singular point? In particular, this question is closely related to the non-existence of a non-trivial exceptional minimal set (a minimal set that does not meet $\mathrm{Sing}(\mathcal{F})$ and is not an algebraic leaf) for $\mathcal{F}$.",PDEs and Dynamical Systems,holomorphic foliations on projective spaces,open,"The question is a well-known open problem in the theory of holomorphic foliations on $\mathbb{P}^2$, equivalent to the non-existence of non-trivial exceptional minimal sets. Partial results are known (e.g., Camacho–Lins Neto–Sad ruled out exceptional minimal sets under certain hyperbolicity hypotheses, and unique ergodicity results have been established in special cases), but the general problem remains unresolved as of recent literature on singular holomorphic foliations of the complex projective plane.","[{""title"": ""Singularities of holomorphic codimension one foliations of the complex projective plane"", ""url"": ""https://arxiv.org/abs/2301.10313"", ""snippet"": ""Discusses singularities of holomorphic codimension one foliations of P^2 and related open questions about minimal sets."", ""claim"": ""The structure of leaves and singular sets of holomorphic foliations on P^2 remains an active research area with the exceptional minimal set problem still open.""}, {""title"": ""A stable analytic foliation with only exceptional minimal sets"", ""url"": ""https://www.researchgate.net/publication/225330154_A_stable_analytic_foliation_with_only_exceptional_minimal_sets"", ""snippet"": ""Studies exceptional minimal sets of analytic foliations."", ""claim"": ""Exceptional minimal sets are an active topic; the analogous question for P^2 holomorphic foliations is a longstanding open problem.""}]",https://arxiv.org/abs/2301.10313 https://www.researchgate.net/publication/225330154_A_stable_analytic_foliation_with_only_exceptional_minimal_sets,0.7,,opus,medium,43.78,outputs/checkpoints-from-merged/003691__1807.05640__q_011__689e10a70cc6.json
3693,outputs/parse-paper/1807.05640.json,1807.05640,,https://arxiv.org/abs/1807.05640,https://arxiv.org/pdf/1807.05640.pdf#page=5,q_013,false,Green functions outside compact curves,"Assume F is a foliation of geometric degree d ≥ 2 on P2, the line at infinity is invariant, and all singularities are hyperbolic. Do all non-compact leaves of F, meaning all leaves except the compact curves, admit Green functions?","Let $\mathcal{F}$ be a singular holomorphic foliation by curves on the complex projective plane $\mathbb{P}^2$ of geometric degree $d \geq 2$ (the geometric degree being the number of tangencies of $\mathcal{F}$ with a generic projective line). Assume that:

(i) the line at infinity $L_\infty \subset \mathbb{P}^2$ is invariant under $\mathcal{F}$, and

(ii) every singular point of $\mathcal{F}$ is hyperbolic, i.e., at each singular point the linear part of a local vector field defining $\mathcal{F}$ has two nonzero eigenvalues whose ratio is not a positive real number.

A leaf $L$ of $\mathcal{F}$ (viewed as a Riemann surface via its immersion into $\mathbb{P}^2$) is said to admit a Green function if it is hyperbolic in the sense of potential theory, that is, if it carries a non-constant negative subharmonic function (equivalently, if its universal cover is the unit disk and it admits a classical Green function with logarithmic pole).

Question: Under the above hypotheses, does every non-compact leaf of $\mathcal{F}$ (i.e., every leaf other than those supported on a compact algebraic curve) admit a Green function?",Geometry,Holomorphic foliations on projective surfaces,open,"The question is posed as an open problem about the existence of Green functions on leaves of degree-$d \geq 2$ foliations of $\mathbb{P}^2$ with invariant line at infinity and only hyperbolic singularities. Searches turned up related results on hyperbolicity of leaves and absence of directed positive closed currents under similar hypotheses, but no source resolving this specific question in either direction. It appears to remain open.","[{""title"": ""Topology and Complex Structures of Leaves of Foliations by Riemann Surfaces"", ""url"": ""https://arxiv.org/pdf/1403.7688"", ""snippet"": ""Studies leaves of foliations by Riemann surfaces with hyperbolic singularities; discusses when generic leaves are hyperbolic and carry Green functions, but does not resolve the stated question for all non-compact leaves on P^2."", ""claim"": ""Related work on hyperbolicity of leaves but no full resolution.""}, {""title"": ""Uniformization and the Poincaré metric on the leaves of a foliation by curves"", ""url"": ""https://link.springer.com/article/10.1007/BF01241634"", ""snippet"": ""Discusses uniformization of leaves of singular holomorphic foliations and the Poincaré metric, foundational for the notion of Green functions on leaves."", ""claim"": ""Background framework but does not answer the specific problem.""}]",https://arxiv.org/pdf/1403.7688 https://link.springer.com/article/10.1007/BF01241634,0.6,,opus,medium,35.1,outputs/checkpoints-from-merged/003693__1807.05640__q_013__a4e990eae0b9.json
3695,outputs/parse-paper/1807.05640.json,1807.05640,,https://arxiv.org/abs/1807.05640,https://arxiv.org/pdf/1807.05640.pdf#page=6,q_015,false,many extremal harmonic currents,"Construct a holomorphic minimal foliation, or a holomorphic minimal lamination, on a compact complex manifold that has uncountably many mutually singular extremal directed currents which are ddc-closed but not closed.","Let $X$ be a compact complex manifold equipped with a holomorphic foliation (possibly with singularities) $\mathcal{F}$, or more generally a holomorphic lamination, which is minimal in the sense that every leaf is dense in $X$. A positive current $T$ of bidimension $(1,1)$ on $X$ is said to be directed by $\mathcal{F}$ if, on every flow box, $T$ is a combination of integration currents along the plaques weighted by a positive transverse measure. The current $T$ is called $dd^c$-closed if $dd^c T = 0$, and closed if $dT = 0$. The current $T$ is extremal in the cone of positive $dd^c$-closed directed currents if it cannot be written as a non-trivial convex combination of two non-proportional such currents. Two positive currents are mutually singular if their trace measures are mutually singular Borel measures on $X$.

Construct an example of a compact complex manifold $X$ together with a holomorphic minimal foliation (respectively, a holomorphic minimal lamination) on $X$ admitting uncountably many mutually singular extremal positive directed $dd^c$-closed currents, none of which are closed.",Geometry,Holomorphic foliations and directed currents,open,"The problem appears to remain open. Related work (e.g., unique ergodicity results for generic holomorphic foliations on compact Kähler surfaces) actually points in the opposite direction by showing uniqueness of directed positive $dd^c$-closed currents in many settings, making the construction of examples with uncountably many extremal such currents an outstanding question. No published construction matching the stated requirements was found.","[{""title"": ""Unique Ergodicity for foliations on compact Kähler surfaces"", ""url"": ""https://arxiv.org/abs/1811.07450"", ""snippet"": ""For generic holomorphic foliations on compact Kähler surfaces with hyperbolic singularities and no directed positive closed currents, there exists a unique positive ddc-closed (1,1)-current directed by the foliation."", ""claim"": ""Recent results establish uniqueness rather than multiplicity of directed ddc-closed currents in generic settings, indicating the asked construction is not yet realized.""}, {""title"": ""Some Open Problems on Holomorphic Foliation Theory"", ""url"": ""https://arxiv.org/pdf/1807.05640"", ""snippet"": ""Problem 7.1. Construct holomorphic minimal foliation (resp. lamination) on a compact complex manifold with uncountably many extremal ddc-closed, non-closed, currents directed by the foliation (resp. lamination)."", ""claim"": ""The question is explicitly posed as an open problem.""}]",https://arxiv.org/abs/1811.07450 https://arxiv.org/pdf/1807.05640,0.7,,opus,medium,36.21,outputs/checkpoints-from-merged/003695__1807.05640__q_015__d4cd2abe9069.json
3697,outputs/parse-paper/1807.05640.json,1807.05640,,https://arxiv.org/abs/1807.05640,https://arxiv.org/pdf/1807.05640.pdf#page=6,q_017,false,propagation of parabolicity,"Let Z be a holomorphic vector field on C2. If a non-pluripolar set of leaves is parabolic, must all leaves be parabolic?","Let $Z$ be a holomorphic vector field on $\mathbb{C}^2$, and let $\mathcal{F}$ denote the singular holomorphic foliation of $\mathbb{C}^2$ whose leaves are the (maximal) integral curves of $Z$ away from the singular set $\{Z=0\}$. Each non-singular leaf $L$ is a Riemann surface; call $L$ parabolic if it does not admit a non-constant negative subharmonic function (equivalently, if its universal cover is $\mathbb{C}$ rather than the unit disk). Recall that a subset $E \subseteq \mathbb{C}^2$ is pluripolar if there exists a plurisubharmonic function $u$ on $\mathbb{C}^2$, not identically $-\infty$, such that $E \subseteq \{u = -\infty\}$; otherwise $E$ is called non-pluripolar.

Suppose the union of all parabolic leaves of $\mathcal{F}$ is a non-pluripolar subset of $\mathbb{C}^2$. Does it follow that every (non-singular) leaf of $\mathcal{F}$ is parabolic?",Geometry,holomorphic foliations,open,"A web search did not surface any published resolution of this question. The problem is posed as an open question concerning propagation of parabolicity for foliations induced by holomorphic vector fields on $\mathbb{C}^2$, and related literature on parabolic foliations and complete polynomial vector fields does not appear to settle it. Status appears to remain open.","[{""title"": ""Complete polynomial vector fields on C^2"", ""url"": ""https://www.math.stonybrook.edu/preprints/ims02-03.pdf"", ""snippet"": ""Studies global dynamics and parabolicity of leaves for polynomial vector fields on C^2 without resolving the non-pluripolar propagation question."", ""claim"": ""Related literature studies parabolicity of leaves but does not settle this propagation question.""}, {""title"": ""A remark on parabolic projective foliations"", ""url"": ""https://projecteuclid.org/journals/hokkaido-mathematical-journal/volume-28/issue-2/A-remark-on-parabolic-projective-foliations/10.14492/hokmj/1351001212.pdf"", ""snippet"": ""Discusses holomorphic foliations on parabolic Riemann surfaces."", ""claim"": ""Adjacent results on parabolic leaves exist but do not resolve the C^2 non-pluripolar propagation problem.""}]",https://www.math.stonybrook.edu/preprints/ims02-03.pdf https://projecteuclid.org/journals/hokkaido-mathematical-journal/volume-28/issue-2/A-remark-on-parabolic-projective-foliations/10.14492/hokmj/1351001212.pdf,0.6,,opus,medium,33.08,outputs/checkpoints-from-merged/003697__1807.05640__q_017__286a55159455.json
3699,outputs/parse-paper/1807.05640.json,1807.05640,,https://arxiv.org/abs/1807.05640,https://arxiv.org/pdf/1807.05640.pdf#page=6,q_019,false,Nevanlinna currents for transcendental fields,"Let Z be a holomorphic vector field on Ck that is not the product of a polynomial vector field with a holomorphic function. For a leaf L with uniformization map φ whose source is either C or the unit disc, define the Nevanlinna currents τ_r^φ := (1/T(r))φ_*(log^+(r/|ζ|)). Must every cluster point of τ_r^φ be supported on the hyperplane at infinity, taking r → ∞ in the source-C case and r → 1 in the unit-disc case?","Let $Z$ be a holomorphic vector field on $\mathbb{C}^k$ which is not of the form $p\cdot h$, where $p$ is a polynomial vector field on $\mathbb{C}^k$ and $h$ is a holomorphic function. Extend the foliation induced by $Z$ to $\mathbb{P}^k$, and let $H_\infty=\mathbb{P}^k\setminus\mathbb{C}^k$ denote the hyperplane at infinity. Let $L$ be a leaf of this foliation, and let $\varphi:\Sigma\to L$ be a uniformization of $L$, where $\Sigma$ is either $\mathbb{C}$ or the unit disc $\mathbb{D}$. For $r$ in the appropriate range (with $r\to\infty$ when $\Sigma=\mathbb{C}$ and $r\to 1$ when $\Sigma=\mathbb{D}$), consider the Nevanlinna currents
$$\tau_r^\varphi \;:=\; \frac{1}{T(r)}\,\varphi_*\!\left(\log^+\tfrac{r}{|\zeta|}\right),$$
where $T(r)$ is the standard Nevanlinna characteristic associated with $\varphi$ and the Fubini–Study form on $\mathbb{P}^k$. Must every cluster point (in the weak topology of currents) of the family $\{\tau_r^\varphi\}$, as $r\to\infty$ (resp. $r\to 1$), be supported on the hyperplane at infinity $H_\infty$?",Geometry,Holomorphic foliations and Nevanlinna currents,unknown,"A web search did not surface a published resolution of this question on Nevanlinna currents associated to leaves of foliations induced by transcendental holomorphic vector fields on $\mathbb{C}^k$. No source confirms it as solved or definitively open, so the status is recorded as unknown.","[{""title"": ""Nevanlinna theory - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Nevanlinna_theory"", ""snippet"": ""General background on Nevanlinna theory and currents."", ""claim"": ""No mention of a resolution to the specific transcendental vector field question.""}, {""title"": ""Geometry of transcendental singularities of complex analytic functions and vector fields"", ""url"": ""https://www.degruyterbrill.com/document/doi/10.1515/coma-2024-0005/html"", ""snippet"": ""Survey article on transcendental singularities of vector fields."", ""claim"": ""Does not address the cluster points of Nevanlinna currents for leaves being supported on the hyperplane at infinity.""}]",https://en.wikipedia.org/wiki/Nevanlinna_theory https://www.degruyterbrill.com/document/doi/10.1515/coma-2024-0005/html,0.5,,opus,medium,29.9,outputs/checkpoints-from-merged/003699__1807.05640__q_019__062e6238ddd7.json
