source,source_id,title,url,year,phrase,extra
zbmath,3780005,Open problems,https://zbmath.org/3780005,1980.0,open problems,links=nan
zbmath,3906348,Open problems,https://zbmath.org/3906348,1985.0,open problems,links=nan
zbmath,1471384,Open problems in geometry,https://zbmath.org/1471384,2000.0,open problems,links=nan
zbmath,1284206,Some open problems.,https://zbmath.org/1284206,1999.0,open problems,links=nan
zbmath,3982538,Open problems in stringology,https://zbmath.org/3982538,1985.0,open problems,links=nan
zbmath,744105,Open problems in algorithm design,https://zbmath.org/744105,1993.0,open problems,links=nan
zbmath,15504,A collection of open problems,https://zbmath.org/15504,1989.0,open problems,links=nan
zbmath,6756818,Open problems for equienergetic graphs,https://zbmath.org/6756818,2015.0,open problems,links=http://ijmc.kashanu.ac.ir/./article_10844.html
zbmath,3840062,Open problems in diophantine approximation,https://zbmath.org/3840062,1983.0,open problems,links=nan
zbmath,1708189,Open problems in \(\Phi\)-convexity,https://zbmath.org/1708189,2001.0,open problems,links=nan
zbmath,6857138,Open problems in number theory,https://zbmath.org/6857138,1999.0,open problems,links=https://doi.org/10.4310/CDM.1997.v1997.n1.a9
zbmath,5635794,Gronwall lemmas: ten open problems,https://zbmath.org/5635794,2009.0,open problems,links=http://www.jams.or.jp/scm/abstract/e-2009/2009-29a.txt
zbmath,4198868,"Paracommutators - brief introduction, open problems",https://zbmath.org/4198868,1989.0,open problems,links=https://eudml.org/doc/43487
zbmath,2112060,Open problems in Euclidean Ramsey theory,https://zbmath.org/2112060,2004.0,open problems,links=nan
zbmath,5877623,Open problems,https://zbmath.org/5877623,2011.0,open problems,links=https://doi.org/10.1007/978-3-0348-0037-2_8
zbmath,3577710,Some open problems of approximation theory,https://zbmath.org/3577710,1976.0,open problems,links=nan
zbmath,3315407,Approximation by rational functions: Open problems,https://zbmath.org/3315407,1970.0,open problems,links=https://doi.org/10.1016/0021-9045(70)90049-3
zbmath,2142653,Open problems in partition regularity,https://zbmath.org/2142653,2003.0,open problems,links=https://doi.org/10.1017/S0963548303005716
zbmath,900090306,Open problems (for AGNES),https://zbmath.org/900090306,2010.0,open problems,links=https://arxiv.org/abs/1004.3259
zbmath,5241050,Open problems around exact algorithms,https://zbmath.org/5241050,2008.0,open problems,links=https://doi.org/10.1016/j.dam.2007.03.023|https://research.tue.nl/nl/publications/9fa19af1-074d-42c0-93e8-8319ab964f74
zbmath,3551144,Implicit differential equations; some open problems,https://zbmath.org/3551144,1976.0,open problems,links=https://doi.org/10.1007/bfb0080503
zbmath,5657432,Open problems,https://zbmath.org/5657432,2009.0,open problems,links=nan
zbmath,24520,zbMATH Open Web Interface contents unavailable due to conflicting licenses.,https://zbmath.org/24520,1990.0,open problems,links=https://doi.org/10.2307/2323914
zbmath,1741583,Open problems on GKK \(\tau\)-matrices,https://zbmath.org/1741583,2002.0,open problems,links=https://doi.org/10.1016/S0024-3795(01)00492-X|https://arxiv.org/abs/math/0109030|http://www.mathematicsweb.org/pub/8/4/48/175/27/41/abstract.html
zbmath,1698888,Projection algorithms: Results and open problems,https://zbmath.org/1698888,2001.0,open problems,links=nan
zbmath,806909,Open problems in computational algebraic geometry,https://zbmath.org/806909,1993.0,open problems,links=nan
zbmath,6315510,Open problems in differential geometry,https://zbmath.org/6315510,2013.0,open problems,links=nan
zbmath,475622,Open problems,https://zbmath.org/475622,1993.0,open problems,links=nan
zbmath,7631191,Open problems in rewriting,https://zbmath.org/7631191,1991.0,open problems,links=https://doi.org/10.1007/3-540-53904-2_120
zbmath,5380239,Open problems in symbolic dynamics,https://zbmath.org/5380239,2008.0,open problems,links=nan
zbmath,7363211,Some open problems in mathematical relativity,https://zbmath.org/7363211,2021.0,open problems,links=nan
zbmath,125230,Some open problems in invariant theory,https://zbmath.org/125230,1992.0,open problems,links=nan
zbmath,579434,zbMATH Open Web Interface contents unavailable due to conflicting licenses.,https://zbmath.org/579434,1993.0,open problems,links=https://doi.org/10.2307/2324790
zbmath,6859277,On some open problems of number theory,https://zbmath.org/6859277,2018.0,open problems,links=https://doi.org/10.5486/PMD.2018.7983
zbmath,3565572,Some open problems in Banach space theory,https://zbmath.org/3565572,1977.0,open problems,links=http://www.numdam.org/item?id=SC_1975-1976__15__A6_0|https://eudml.org/doc/110546
zbmath,6479044,Open problems in coding theory,https://zbmath.org/6479044,2015.0,open problems,links=nan
zbmath,6447842,Open problems on binary bent functions,https://zbmath.org/6447842,2014.0,open problems,links=https://doi.org/10.1007/978-3-319-10683-0_10
zbmath,829831,Four open problems in four dimensions,https://zbmath.org/829831,1991.0,open problems,links=nan
zbmath,5605063,Isomorphism testing: perspective and open problems.,https://zbmath.org/5605063,2005.0,open problems,links=nan
zbmath,6962742,On some open problems in optimal control,https://zbmath.org/6962742,2018.0,open problems,links=https://doi.org/10.1007/978-3-319-75169-6_1
zbmath,682595,Computational geometry column 23: Open problems,https://zbmath.org/682595,1994.0,open problems,links=https://doi.org/10.1142/S0218195994000148
zbmath,1943955,Some open problems on homogeneous compacta,https://zbmath.org/1943955,2002.0,open problems,links=nan
zbmath,7389057,Advances and open problems in federated learning,https://zbmath.org/7389057,2021.0,open problems,links=https://doi.org/10.1561/2200000083
zbmath,3883928,Two open problems in precedence constrained scheduling,https://zbmath.org/3883928,1984.0,open problems,links=nan
zbmath,3941739,Thirty open problems concerning torsion theories,https://zbmath.org/3941739,1986.0,open problems,links=nan
zbmath,1967220,Open problems for tractability of multivariate integration.,https://zbmath.org/1967220,2003.0,open problems,links=https://doi.org/10.1016/S0885-064X(03)00016-5
zbmath,1241686,Some open problems in control theory,https://zbmath.org/1241686,1999.0,open problems,links=nan
zbmath,900028284,Three open problems in analysis,https://zbmath.org/900028284,2006.0,open problems,links=https://arxiv.org/abs/math/0603631
zbmath,5721520,"Similarity: Generalizations, applications and open problems",https://zbmath.org/5721520,2010.0,open problems,links=https://doi.org/10.1007/s10665-009-9330-y
zbmath,5673526,Open problems on syzygies and Hilbert functions,https://zbmath.org/5673526,2009.0,open problems,links=https://doi.org/10.1216/JCA-2009-1-1-159
zbmath,3501526,The foremost open problems in generalized Ramsey theory,https://zbmath.org/3501526,1976.0,open problems,links=nan
zbmath,2154259,Stochastic programming: achievements and open problems,https://zbmath.org/2154259,2001.0,open problems,links=nan
zbmath,5292675,Results and open problems in mathematical general relativity,https://zbmath.org/5292675,2007.0,open problems,links=https://doi.org/10.1007/s00032-007-0067-7
zbmath,6360739,Selected old open problems in general topology,https://zbmath.org/6360739,2013.0,open problems,links=http://www.math.md/publications/basm/issues/y2013-n2-3/11563/
zbmath,1421182,Open problems in combinatorial group theory,https://zbmath.org/1421182,1999.0,open problems,links=nan
zbmath,446985,Two open problems in graph theory,https://zbmath.org/446985,1993.0,open problems,links=nan
zbmath,5775120,Nicholson's blowflies differential equations revisited: main results and open problems,https://zbmath.org/5775120,2010.0,open problems,links=https://doi.org/10.1016/j.apm.2009.08.027
zbmath,5222931,Open problems in efficient semi-supervised PAC learning,https://zbmath.org/5222931,2007.0,open problems,links=https://doi.org/10.1007/978-3-540-72927-3_45|https://figshare.com/articles/journal_contribution/Open_Problems_in_Efficient_Semi-Supervised_PAC_Learning/6608075
zbmath,3984602,zbMATH Open Web Interface contents unavailable due to conflicting licenses.,https://zbmath.org/3984602,1985.0,open problems,links=https://doi.org/10.1080/00207168508803447
zbmath,6490642,Some open problems about aspherical closed manifolds,https://zbmath.org/6490642,2014.0,open problems,links=https://doi.org/10.1007/978-3-319-05254-0_3
zbmath,902581841,Some open problems on Coxeter groups and unimodality,https://zbmath.org/902581841,2024.0,open problems,links=https://arxiv.org/abs/2410.09897
zbmath,6073519,Recent progress and open problems in algorithmic convex geometry,https://zbmath.org/6073519,2010.0,open problems,links=https://doi.org/10.4230/LIPIcs.FSTTCS.2010.42|http://subs.emis.de/LIPIcs/frontdoor_9d86.html
zbmath,6447841,Open problems on with-carry sequence generators,https://zbmath.org/6447841,2014.0,open problems,links=https://doi.org/10.1007/978-3-319-10683-0_9
zbmath,5810606,Some open problems related to small divisors.,https://zbmath.org/5810606,2002.0,open problems,links=nan
zbmath,5944651,Some open problems in the theory of almost periodic functions,https://zbmath.org/5944651,2009.0,open problems,links=nan
zbmath,6447840,Open problems on the cross-correlation of \(m\)-sequences,https://zbmath.org/6447840,2014.0,open problems,links=https://doi.org/10.1007/978-3-319-10683-0_8
zbmath,1418484,Algorithmic information theory: Open problems,https://zbmath.org/1418484,1998.0,open problems,links=nan
zbmath,589295,Necessary and sufficient conditions for oscillation. Open problems and conjectures,https://zbmath.org/589295,1991.0,open problems,links=nan
zbmath,5711096,Open problems in the theory of non-uniform hyperbolicity,https://zbmath.org/5711096,2010.0,open problems,links=https://doi.org/10.3934/dcds.2010.27.589|https://arxiv.org/abs/1303.2375
zbmath,1642853,Sequences with good correlations and some open problems,https://zbmath.org/1642853,2001.0,open problems,links=nan
zbmath,1584738,Open problems on eigenvalues of the Laplacian.,https://zbmath.org/1584738,1999.0,open problems,links=nan
zbmath,900165910,Open problems and conjectures on submanifolds of finite type revisited,https://zbmath.org/900165910,2013.0,open problems,links=https://arxiv.org/abs/1307.6582
zbmath,3386317,Open problems in theory of metric linear spaces,https://zbmath.org/3386317,1972.0,open problems,links=http://www.numdam.org/item?id=MSMF_1972__31-32__327_0|https://eudml.org/doc/94627
zbmath,953225,Open problems and conjectures in finite fields,https://zbmath.org/953225,1996.0,open problems,links=nan
zbmath,5148493,Open problems related to algebraic attacks on stream ciphers,https://zbmath.org/5148493,2006.0,open problems,links=https://doi.org/10.1007/11779360
zbmath,5723799,Short-range spin glasses: selected open problems,https://zbmath.org/5723799,2006.0,open problems,links=https://doi.org/10.1016/S0924-8099(06)80043-0
zbmath,5778154,Results and open problems on Hamiltonian labelings of graphs,https://zbmath.org/5778154,2009.0,open problems,links=nan
zbmath,3886740,On two open problems of contractive mappings,https://zbmath.org/3886740,1983.0,open problems,links=https://eudml.org/doc/117422|http://www.emis.de/22642
zbmath,1261977,Some recent advances and open problems in general topology,https://zbmath.org/1261977,1997.0,open problems,links=https://doi.org/10.1070/RM1997v052n05ABEH002086
zbmath,3911230,Ten open problems connected with Hermitian and Kähler manifolds,https://zbmath.org/3911230,1985.0,open problems,links=https://doi.org/10.1007/bfb0076160
zbmath,3193725,Some open problems concerning the system E of entailment,https://zbmath.org/3193725,1963.0,open problems,links=nan
zbmath,3448086,On some open problems in the theory of cellular automata,https://zbmath.org/3448086,1974.0,open problems,links=https://doi.org/10.1109/T-C.1974.223995
zbmath,7631416,Recent results and open problems in evolutionary multiobjective optimization,https://zbmath.org/7631416,2017.0,open problems,links=https://doi.org/10.1007/978-3-319-71069-3_1
zbmath,5872226,Controlling underactuated mechanical systems: a review and open problems,https://zbmath.org/5872226,2011.0,open problems,links=nan
zbmath,3427271,Some open problems in the philosophy of space and time,https://zbmath.org/3427271,1972.0,open problems,links=https://doi.org/10.1007/BF00540153
zbmath,3379342,Holomorphic mappings: Survey of some results and discussion of open problems,https://zbmath.org/3379342,1972.0,open problems,links=https://doi.org/10.1090/S0002-9904-1972-12905-7
zbmath,900071708,Some Open Problems Related to Stability,https://zbmath.org/900071708,2009.0,open problems,links=https://arxiv.org/abs/0909.0462
zbmath,3622421,Some open problems in topological algebras,https://zbmath.org/3622421,1978.0,open problems,links=nan
zbmath,6232272,"Open problems in renewal, coupling and palm theory",https://zbmath.org/6232272,2011.0,open problems,links=https://doi.org/10.1007/s11134-011-9241-2
zbmath,1356647,Polynomial time approximation algorithms for machine scheduling: Ten open problems,https://zbmath.org/1356647,1999.0,open problems,links=https://doi.org/10.1002/(SICI)1099-1425(199909/10)2:5<203::AID-JOS26>3.0.CO;2-5
zbmath,5657180,Some open problems,https://zbmath.org/5657180,2009.0,open problems,links=nan
zbmath,1188956,Trends and open problems in the theory of random dynamical systems,https://zbmath.org/1188956,1998.0,open problems,links=nan
zbmath,5238275,Some open problems in the theory of infinite dimensional algebras.,https://zbmath.org/5238275,2007.0,open problems,links=https://doi.org/10.4134/JKMS.2007.44.5.1185
zbmath,6273014,Research frontiers of membrane computing: open problems and research topics,https://zbmath.org/6273014,2013.0,open problems,links=https://doi.org/10.1142/S0129054113500202|https://idus.us.es/handle//11441/79753
zbmath,1347398,Phase-type distributions: Open problems and a few properties,https://zbmath.org/1347398,1999.0,open problems,links=https://doi.org/10.1080/15326349908807560
zbmath,5270203,zbMATH Open Web Interface contents unavailable due to conflicting licenses.,https://zbmath.org/5270203,2008.0,open problems,links=https://doi.org/10.1080/10236190801912308
zbmath,7719129,Shuffle product of regular languages: results and open problems,https://zbmath.org/7719129,2022.0,open problems,links=https://doi.org/10.1007/978-3-031-19685-0_3
zbmath,982581,"Open problems in approximation theory, Tampa '96",https://zbmath.org/982581,1996.0,open problems,links=nan
zbmath,6938906,Parameterized complexity of machine scheduling: 15 open problems,https://zbmath.org/6938906,2018.0,open problems,links=https://doi.org/10.1016/j.cor.2018.07.020|https://arxiv.org/abs/1709.01670
zbmath,53883,The probabilistic method. With an appendix on open problems by Paul Erdős,https://zbmath.org/53883,1992.0,open problems,links=nan
zbmath,5662957,On two open problems in convex analysis,https://zbmath.org/5662957,2009.0,open problems,links=http://www.heldermann.de/JCA/JCA16/JCA163/jca16064.htm
zbmath,7084906,Dense ideals in topological algebras: some results and open problems,https://zbmath.org/7084906,2018.0,open problems,links=https://doi.org/10.1515/9783110413557-020
zbmath,6769901,Some open problems of Ramsey minimal graphs,https://zbmath.org/6769901,2016.0,open problems,links=https://doi.org/10.1007/978-3-319-28186-5_28
zbmath,1640985,Dynamics of second order rational difference equations. With open problems and conjectures,https://zbmath.org/1640985,2002.0,open problems,links=nan
zbmath,3340330,Logical connections among some open problems on nil-rings,https://zbmath.org/3340330,1972.0,open problems,links=https://doi.org/10.4064/fm-76-2-121-130|https://eudml.org/doc/214454
zbmath,7645634,Boundary and defect CFT: open problems and applications,https://zbmath.org/7645634,2020.0,open problems,links=https://doi.org/10.1088/1751-8121/abb0fe|https://arxiv.org/abs/1810.05697|https://bib-pubdb1.desy.de/record/454426
zbmath,6497685,Open problems in the theory of completely positive and copositive matrices,https://zbmath.org/6497685,2015.0,open problems,links=https://doi.org/10.13001/1081-3810.2943|http://www.emis.de/34731
zbmath,3717203,Advances and open problems on the control of large scale systems,https://zbmath.org/3717203,1979.0,open problems,links=nan
zbmath,6751419,Frequently hypercyclic operators: recent advances and open problems,https://zbmath.org/6751419,2017.0,open problems,links=https://doi.org/10.1142/9789813147645_0007
zbmath,5124683,Open problems in Grothendieck-Teichmüller theory,https://zbmath.org/5124683,2006.0,open problems,links=nan
zbmath,8011714,Optimal algorithms for numerical integration: recent results and open problems,https://zbmath.org/8011714,2024.0,open problems,links=https://doi.org/10.1007/978-3-031-59762-6_5|https://arxiv.org/abs/2307.06787
zbmath,8009519,New open problems and conjectures in the new mathematical coloring book,https://zbmath.org/8009519,2024.0,open problems,links=nan
zbmath,205192,Open problems in singular integral theory,https://zbmath.org/205192,1993.0,open problems,links=https://doi.org/10.1216/jiea/1181075725
zbmath,6480408,Nonlinear Schrödinger equation on graphs: recent results and open problems,https://zbmath.org/6480408,2014.0,open problems,links=https://doi.org/10.1098/rsta.2013.0002|https://arxiv.org/abs/1304.1182
zbmath,1062165,zbMATH Open Web Interface contents unavailable due to conflicting licenses.,https://zbmath.org/1062165,1996.0,open problems,links=https://doi.org/10.1080/01630569608816721
zbmath,5011401,Some open problems in mutual stationary involving inner model: a commentary,https://zbmath.org/5011401,2005.0,open problems,links=https://doi.org/10.1305/ndjfl/1125409336
zbmath,5819358,Some open problems on the control of nonlinear partial differential equations,https://zbmath.org/5819358,2007.0,open problems,links=nan
zbmath,5010116,Open problems in the qualitative approach to inverse electromagnetic scattering theory,https://zbmath.org/5010116,2005.0,open problems,links=https://doi.org/10.1017/S0956792505005978
zbmath,5561689,On two open problems of 2-interval patterns,https://zbmath.org/5561689,2009.0,open problems,links=https://doi.org/10.1016/j.tcs.2009.02.033
zbmath,1195777,Dynamical percolation: Early results and open problems,https://zbmath.org/1195777,1998.0,open problems,links=nan
zbmath,6405825,Some open problems in the theory of singularities of mappings,https://zbmath.org/6405825,2015.0,open problems,links=https://doi.org/10.5427/jsing.2015.12j
zbmath,6290536,Some open problems and conjectures on submanifolds of finite type: recent development,https://zbmath.org/6290536,2014.0,open problems,links=https://doi.org/10.5556/j.tkjm.45.2014.1564|https://arxiv.org/abs/1401.3793|http://journals.math.tku.edu.tw/index.php/TKJM/article/view/1564
zbmath,5190476,Some open problems,https://zbmath.org/5190476,2007.0,open problems,links=nan
zbmath,4046966,Nonlinear matrix equations in applied probability - Solution techniques and open problems,https://zbmath.org/4046966,1988.0,open problems,links=https://doi.org/10.1137/1030046
zbmath,1953120,Open problems in data-sharing peer-to-peer systems,https://zbmath.org/1953120,2003.0,open problems,links=https://doi.org/10.1007/3-540-36285-1_1
zbmath,6505960,On three open problems related to quasi relative interior,https://zbmath.org/6505960,2015.0,open problems,links=https://arxiv.org/abs/1406.2533|http://www.heldermann.de/JCA/JCA22/JCA223/jca22032.htm
zbmath,727936,Spline conversion: Existing solutions and open problems,https://zbmath.org/727936,1994.0,open problems,links=nan
zbmath,7762861,Open problems on classical de Sitter solutions,https://zbmath.org/7762861,2019.0,open problems,links=https://doi.org/10.1002/prop.201900026|https://arxiv.org/abs/1902.10093
zbmath,5134506,Open problems in constructive function theory,https://zbmath.org/5134506,2006.0,open problems,links=https://eudml.org/doc/127003|http://etna.mcs.kent.edu/vol.25.2006/pp511-525.dir/pp511-525.html|http://www.emis.de/18860
zbmath,7033776,Open problems in the general efficiency,https://zbmath.org/7033776,2016.0,open problems,links=nan
zbmath,3766586,Generalizations of Helly's theorem; open problems,https://zbmath.org/3766586,1982.0,open problems,links=nan
zbmath,6932815,Approximating network dynamics: some open problems,https://zbmath.org/6932815,2018.0,open problems,links=https://doi.org/10.3934/dcdsb.2018188
zbmath,1104562,Lubrication approximations for surface tension driven interfaces: Some open problems,https://zbmath.org/1104562,1996.0,open problems,links=https://doi.org/10.1002/zamm.19960761211
